1.00005	102.284596669631
1.0000501	102.279851370612
1.0000502	102.275096344132
1.0000503	102.27033161501
1.0000504	102.265557207998
1.0000505	102.260773147735
1.0000506	102.255979458773
1.0000507	102.251176165534
1.0000508	102.246363292371
1.0000509	102.241540863533
1.000051	102.236708903178
1.0000511	102.23186743534
1.0000512	102.227016483986
1.0000513	102.222156072979
1.0000514	102.217286226097
1.0000515	102.212406966993
1.0000516	102.207518319258
1.0000517	102.202620306379
1.0000518	102.197712951762
1.0000519	102.192796278688
1.000052	102.18787031038
1.0000521	102.18293506997
1.0000522	102.177990580467
1.0000523	102.173036864822
1.0000524	102.168073945889
1.0000525	102.163101846441
1.0000526	102.158120589131
1.0000527	102.153130196558
1.0000528	102.148130691222
1.0000529	102.143122095549
1.000053	102.138104431844
1.0000531	102.13307772236
1.0000532	102.128041989254
1.0000533	102.12299725461
1.0000534	102.117943540394
1.0000535	102.112880868521
1.0000536	102.107809260814
1.0000537	102.102728739022
1.0000538	102.097639324779
1.0000539	102.092541039671
1.000054	102.087433905204
1.0000541	102.082317942767
1.0000542	102.077193173704
1.0000543	102.072059619267
1.0000544	102.06691730064
1.0000545	102.061766238896
1.0000546	102.05660645506
1.0000547	102.05143797007
1.0000548	102.046260804796
1.0000549	102.041074979998
1.000055	102.035880516394
1.0000551	102.030677434611
1.0000552	102.025465755214
1.0000553	102.020245498658
1.0000554	102.015016685357
1.0000555	102.009779335638
1.0000556	102.004533469766
1.0000557	101.999279107897
1.0000558	101.994016270148
1.0000559	101.988744976565
1.000056	101.983465247083
1.0000561	101.978177101603
1.0000562	101.972880559938
1.0000563	101.967575641847
1.0000564	101.962262366978
1.0000565	101.956940754946
1.0000566	101.951610825282
1.0000567	101.946272597461
1.0000568	101.940926090851
1.0000569	101.935571324788
1.000057	101.930208318524
1.0000571	101.92483709126
1.0000572	101.919457662087
1.0000573	101.914070050068
1.0000574	101.908674274186
1.0000575	101.903270353367
1.0000576	101.897858306438
1.0000577	101.892438152191
1.0000578	101.887009909356
1.0000579	101.88157359656
1.000058	101.876129232399
1.0000581	101.870676835395
1.0000582	101.865216424016
1.0000583	101.859748016628
1.0000584	101.854271631572
1.0000585	101.848787287113
1.0000586	101.843295001462
1.0000587	101.837794792734
1.0000588	101.832286679016
1.0000589	101.826770678322
1.000059	101.821246808613
1.0000591	101.815715087756
1.0000592	101.810175533591
1.0000593	101.804628163885
1.0000594	101.799072996356
1.0000595	101.793510048625
1.0000596	101.787939338292
1.0000597	101.782360882894
1.0000598	101.776774699873
1.0000599	101.77118080665
1.00006	101.765579220573
1.0000601	101.759969958944
1.0000602	101.75435303897
1.0000603	101.748728477838
1.0000604	101.743096292663
1.0000605	101.737456500517
1.0000606	101.731809118377
1.0000607	101.7261541632
